OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,XSP,LSTN_LEG_NAME,LSTN_START_DESCR,LSTN_END_DESCR,LSTN_YEAR,LSTN_ACT,LSTN_SECTION,TOWN_NUMBER,TOWN_NAME,YEAR,GlobalID,Shape__Length
4671,95-S,17.7,22.38,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,158,WESTPORT,2024,f293dfda-3b33-4f60-b3a1-08af37d527d0,24687.7001685782
4672,95-S,41.33,42.35,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,106,ORANGE,2024,2178fbba-ea08-467f-ae56-dd0c8af03952,5554.59161825701
4673,95-S,92.37,94.29,CONT,JEWISH WAR VETERANS MEMORIAL HIGHWAY,SB-JCT SB I-395(GOV J D LODGE TPKE),RHODE ISLAND SL,1996,S.A. 10,1,094,NEW LONDON,2024,ba2df820-1a99-41ca-a480-630045c92bee,10008.0209476221
4674,99-N,0,3.91,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,NB RTE 9(CHESTER BOWLES HWY),WETHERSFIELD - HARTFORD TL,1933,S.A. 7,,033,CROMWELL,2024,52c8a7cd-a432-4617-936c-e8a694ab8373,20693.4121581408
4675,99-S,10.3,10.64,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,NB RTE 9(CHESTER BOWLES HWY),WETHERSFIELD - HARTFORD TL,1933,S.A. 7,,159,WETHERSFIELD,2024,c28b2d0e-59a7-4c51-8150-402fe0948084,1782.27737265272
4676,104-N,5.37,6.82,CONT,DUDLEY WILLIAMS MEMORIAL HIGHWAY,RIVERBANK RD,NEW YORK SL,2021,P.A. 175,39,135,STAMFORD,2024,4e58f1a8-e3b7-4039-90ef-404c8673a007,7662.10836005504
4677,115-N,0.85,3.23,CONT,VETERANS MEMORIAL HIGHWAY,RTE 34(MAIN ST),RTE 67(NORTH MAIN ST),2003,P.A. 115,9,002,ANSONIA,2024,2fa3ec21-7cb3-4589-9f15-f30b12dc9f01,12642.2523963523
4678,117-N,10.28,10.39,CONT,COLONEL WILLIAM LEDYARD HIGHWAY,COLONEL LEDYARD HWY,RTE 2A CON(POQUETANUCK RD),1941,S.A. 95,,113,PRESTON,2024,1e544ac1-ab4f-4ef1-87c9-1d55d512ab71,577.029292117213
4679,1-N,65.01,70.66,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,075,MADISON,2024,73a0b78a-1275-4f50-ba27-b30154d48708,29829.7760667406
4680,1-N,77.87,81.98,CONT,BLUE STAR HIGHWAY,WEST HAVEN - NEW HAVEN TL,RHODE ISLAND SL,1949,S.A. 209,,105,OLD SAYBROOK,2024,722c200c-2ff6-4363-ac51-dfa260538cc6,21590.3880257474
4681,1-N,81.98,82.86,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,105,OLD SAYBROOK,2024,a7d0f105-df82-46ba-92a3-9829d40ecf3a,4794.64955121375
4682,1-S,53.96,54.09,CONT,BRANFORD FIRE DEPARTMENT MEMORIAL HIGHWAY,EAST HAVEN - BRANFORD TL,NORTH BRANFORD - GUILFORD TL,2001,P.A. 105,31,014,BRANFORD,2024,f9015739-7b55-48f1-b203-fb1a95fa312f,754.322902749962
4683,10-N,8.06,8.98,CONT,HAMDEN VETERANS' MEMORIAL HIGHWAY,ACC TO NB RTE 15(221),SR 707(WHITNEY AVE),2005,P.A. 210,6,061,HAMDEN,2024,8423dbb5-4a28-4d4c-8d50-fb54e1712a20,4832.14395054672
4684,84-E,62.7,64.84,CONT,BRIAN A. ASELTON MEMORIAL HIGHWAY,BGN OP CONN RV,EB-JCT NB RTE 15(WILBUR CROSS PKWY),1999,P.A. 181,26,042,EAST HARTFORD,2024,a87fcf81-e93d-4297-bb70-273a69ae6750,10822.2880789331
4685,84-W,30.04,37.27,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,151,WATERBURY,2024,2f62536d-9555-4ad2-bf4c-0f8aaa4888a0,38202.0223055321
4686,84-W,64.84,67.42,CONT,WILBUR CROSS HIGHWAY,EB-JCT NB RTE 15(WILBUR CROSS PKWY),MASSACHUSETTS SL,1930,,,042,EAST HARTFORD,2024,f7cf0155-57d0-43b7-a0d1-b77bac60b4c1,14964.1464058452
4687,84-W,77.42,84.54,CONT,WILBUR CROSS HIGHWAY,EB-JCT NB RTE 15(WILBUR CROSS PKWY),MASSACHUSETTS SL,1930,,,142,TOLLAND,2024,0e06cca4-b065-4bca-8e30-91ab8db366f8,37634.1515347001
4688,85-S,3.21,3.42,CONT,GOVERNORS ROAD,US 1(COLMAN ST),ACC TO WB RTE 2(047),1933,S.A. 144,,152,WATERFORD,2024,f8f64382-1d4b-4f43-a1ed-089853482cc5,1013.58390242235
4689,9-N,2.51,5.47,CONT,CHESTER BOWLES HIGHWAY,JCT NB I-95(GOV J D LODGE TPKE),SB-EXIT FR SB I-91(TR 823),1978,S.A. 77,,049,ESSEX,2024,f043ce1e-09c9-4fe5-aaba-32d1101c8382,15657.6813499309
4690,9-S,37.4,37.95,CONT,TARAS SHEVCHENKO EXPRESSWAY,NB-JCT NB RTE 72,NB-BGN OP RTE 175(CEDAR ST),1985,S.A. 55,,093,NEWINGTON,2024,45561e99-dcb0-4582-883d-2bd0f62fe28a,2628.86025156154
4691,9-S,39.27,39.69,CONT,IWO JIMA MEMORIAL EXPRESSWAY,NB-BGN OP RTE 175(CEDAR ST),FARMINGTON - WEST HARTFORD TL,1998,S.A. 511,1,088,NEW BRITAIN,2024,9c9ef8be-7ce6-48b4-b7d5-34fcfa8168ed,2364.83576699304
4692,91-N,41.39,41.49,CONT,RICHARD P. HORAN MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,MASSACHUSETTS SL,1959,S.A. 212,,063,HARTFORD,2024,553ccc60-74ba-4ff6-920e-8c4f3f871c39,541.149263103219
4693,91-S,35.54,37.15,CONT,GOVERNOR'S FOOTGUARD MEMORIAL HIGHWAY,WETHERSFIELD - HARTFORD TL,NB-UP US 5 & RTE 15 NB,1999,P.A. 181,32,063,HARTFORD,2024,1c45e2f1-8e2b-476d-be96-0b6fd5b549fb,8388.54676333995
4694,91-S,49.94,51.66,CONT,RICHARD P. HORAN MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,MASSACHUSETTS SL,1959,S.A. 212,,046,EAST WINDSOR,2024,68b74daf-2d71-4849-b247-60e413ad0c12,8913.27584123235
4695,95-N,0,6.29,CONT,GOVERNOR JOHN LODGE TURNPIKE,NEW YORK SL,SB-JCT SB I-395(GOV J D LODGE TPKE),1986,P.A. 201,,056,GREENWICH,2024,0e402381-4c1c-41df-ba44-4c5872622208,33224.1374474758
4696,12-N,20.58,23.44,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,057,GRISWOLD,2024,77eb308a-727e-4925-a273-f2c05499a313,15103.147686737
4697,12-S,36.51,36.6,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,068,KILLINGLY,2024,32a98717-271e-4955-9c9e-cfa1bae02e74,442.4883677553
4698,14-E,16.99,17.26,CONT,MOHEGAN TRAIL,N JCT RTE 2(EAST MAIN ST),MASSACHUSETTS SL,1917,,,108,PLAINFIELD,2024,10b42593-7db4-43e5-8cfc-b471f7374b81,1390.74466753038
4699,142-E,3.2,4.27,CONT,WILLIAM E. KEISH JR. MEMORIAL HIGHWAY,DOUBLE BEACH RD(NB)(DE),US 1(WEST MAIN ST),2003,P.A. 115,3,014,BRANFORD,2024,bf1185ca-958e-49f7-97be-a329a2fb9264,5632.79299549906
4700,169-N,3.19,3.24,CONT,GENERAL ISRAEL PUTNAM MEMORIAL HIGHWAY,RTE 97(NORWICH AVE),BGN OVLP US 44,1931,S.A. 66,,103,NORWICH,2024,4743b929-3945-4ac9-b07d-e1d9cacf6656,231.139165169838
4701,17-N,17.29,21.52,CONT,GEORGE WASHINGTON MEMORIAL HIGHWAY,MIDDLETOWN AVE(LOCAL),SOUTH MAIN ST,1933,S.A. 7,,082,MIDDLETOWN,2024,3ca49c08-05c6-4ce9-9ea7-cb9daf1f17e5,22420.9306748995
4702,17-N,22.14,22.97,CONT,CHESTER BOWLES HIGHWAY,JCT NB I-95(GOV J D LODGE TPKE),SB-EXIT FR SB I-91(TR 823),1978,S.A. 77,,082,MIDDLETOWN,2024,91edf826-1216-412c-bfc8-7dd9b2b82d2f,4390.40505623223
4703,174-E,1.25,1.97,CONT,MASTER POLICE OFFICER PETER LAVERY MEMORIAL HIGHWAY,NEW BRITAIN - NEWINGTON TL,MAPLE HILL AVE,2005,P.A. 210,9,093,NEWINGTON,2024,1eaf4584-5e5d-4307-9748-06dd7727d524,3740.87014584391
4704,184-E,12.25,12.27,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,101,NORTH STONINGTON,2024,1c857803-fa56-473a-8a5a-548bdf432139,101.094508098344
4705,184-W,12.2,12.22,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,101,NORTH STONINGTON,2024,f072db8d-4b8f-4c61-9b35-d6d58ce13fc1,106.262399995915
4706,189-N,12.87,12.96,CONT,VETERANS MEMORIAL HIGHWAY,SIMSBURY - GRANBY TL,MASSACHUSETTS SL,2006,P.A. 133,11,055,GRANBY,2024,778f35da-d3e5-489e-8d6d-21d3bfcff10d,497.100972377084
4707,193-N,1.59,1.67,CONT,JOSEPH J. LINDLEY MEMORIAL HIGHWAY,CHASE RD,QUADDICK RD/RTE 200,2021,P.A. 21-2,188,141,THOMPSON,2024,c7be8a12-3dbe-43cb-ac2a-23a74a73ee53,481.555920966301
4708,2-E,12.67,19.22,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,078,MARLBOROUGH,2024,edf48117-bd10-4c40-a4c8-99e233f3d7e5,34795.8081674022
4709,2-E,28.53,31.11,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,070,LEBANON,2024,2fc20170-d51c-4eac-871a-0aba176ac605,13604.665809188
4710,2-E,35.2,41.28,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,103,NORWICH,2024,cdfd704c-144e-4bcd-b118-7f2f646dc12e,32315.9280504543
4711,2-W,12.67,19.21,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,078,MARLBOROUGH,2024,fb84c166-19e7-44d6-8ca7-4215e4606927,34952.2040774613
4712,2-W,19.21,28.53,CONT,VETERANS OF FOREIGN WARS MEMORIAL HIGHWAY,COLUMBUS BLVD,US 1(WEST BROAD ST),1969,S.A. 262,,028,COLCHESTER,2024,77c58259-5717-4148-b5ec-c9e48775fccc,48551.2507984934
4713,20-E,27.76,27.79,CONT,CONNECTICUT AIR NATIONAL GUARD MEMORIAL HIGHWAY,GRANBY - EAST GRANBY TL,EB-JCT SB SSR 401(BIA CON),2001,P.A. 105,24,164,WINDSOR,2024,d365d02a-94e3-4afb-8226-126cdcab22ad,166.526363864997
4714,20-W,27.79,28.16,CONT,82ND AIRBORNE MEMORIAL HIGHWAY,EB-JCT SB SSR 401(BIA CON),EB-JCT NB I-91,1999,P.A. 181,31,165,WINDSOR LOCKS,2024,3f12ff38-1f75-41b6-9395-39fd7a13fb11,2075.43898398664
4715,202-N,7.43,8.52,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,034,DANBURY,2024,a95e48bf-e714-40f3-8780-9f1925f3a871,5766.98287231273
4716,202-N,41.7,44.05,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,143,TORRINGTON,2024,aca4d912-994e-4482-b749-20111e824fd3,12436.121790418
4717,202-S,13.88,14.09,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,018,BROOKFIELD,2024,b869f6da-a754-4241-9137-d22d60134541,1034.79504494169
4718,2A-E,7.35,9.91,CONT,PARKE SPICER MEMORIAL HIGHWAY,RTE 12(MILITARY HWY),BGN OVLP RTE 117,2021,P.A. 175,31,113,PRESTON,2024,10e0c857-f093-4c4a-9da3-72096f1bb781,13541.2872314746
4719,3-N,8.22,10.37,CONT,DANIEL R DINARDI MEMORIAL HIGHWAY,ROCKY HILL - WETHERSFIELD TL,RTE 99(SILAS DEANE HWY),2013,P.A. 277,53,159,WETHERSFIELD,2024,7526e318-1013-4c18-aa2a-414d0596ae38,11318.7129482337
4720,305-E,2.32,2.46,CONT,WINDSOR VOLUNTEER FIREFIGHTER MEMORIAL OVERPASS,EB-ACC TO SB I-91(162A),EXIT FR NB I-91(159),2019,P.A. 161,17,164,WINDSOR,2024,6a82270b-f0e1-41e3-8d53-43419e18e0c0,707.821389159285
4721,309-E,2.39,4.74,CONT,SERGEANT FELIX M. DEL GRECO JR. MEMORIAL HIGHWAY,SUGAR LOAF CUT,RTE 167(BUSHY HILL RD),2009,P.A. 186,17,128,SIMSBURY,2024,86baa928-409c-4c82-8352-8895d94e667e,12298.8362741427
4722,313-E,3.42,6.85,CONT,LT. COL. JAMES A. VERINIS MEMORIAL HIGHWAY,SEYMOUR - WOODBRIDGE TL,RTE 243(ANSONIA RD),2006,P.A. 133,22,167,WOODBRIDGE,2024,ba0f2a10-0a03-4da7-ab80-ece88270c59a,18085.5084229722
4723,33-N,7.18,12.26,CONT,FALLEN HEROES MEMORIAL HIGHWAY,US 7(NORWALK - DANBURY RD),WILTON - RIDGEFIELD TL,2011,P.A. 256,38,161,WILTON,2024,cbd1d606-a99e-4025-8a29-c75e293018c8,26747.0037926679
4724,349-N,0.89,2.3,CONT,CITY POLICE OFFICER WILLIAM J. SNYDER SR MEMORIAL HIGHWAY,BAYVIEW AVE #1,SR 649(RAINVILLE AVE),2006,P.A. 133,18,058,GROTON,2024,32cdf3e1-b08a-43b2-9fb2-2f7cd21c6bbd,7482.1668713948
4725,202-S,14.09,16.4,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,095,NEW MILFORD,2024,bdffba84-ad0c-4c00-a0d7-7d4444622650,12263.0064839892
4726,218-E,0,1.42,CONT,LT. COL. MICHAEL J. MCMAHON MEMORIAL HIGHWAY,US 44(ALBANY AVE),WEST HARTFORD - BLOOMFIELD TL,2011,P.A. 256,45,155,WEST HARTFORD,2024,e5940021-1f69-4871-ba33-acc009553ce0,7528.06131111417
4727,22-E,1.16,2.02,CONT,AMVETS POST NO 9 MEMORIAL HIGHWAY,BGN OP RTE 40,BGN OVLP US 5,2011,P.A. 256,35,100,NORTH HAVEN,2024,b97897ac-310a-4fe9-8000-bbc86f8b7f0e,4588.84839702744
4728,22-E,2.02,2.68,CONT,OFFICER TIMOTHY W. LAFFIN MEMORIAL HIGHWAY,STATE ST,RTE 103(WASHINGTON AVE),2005,P.A. 210,12,100,NORTH HAVEN,2024,5ce27384-835b-41a0-b2a5-5af5d9957ee4,3491.30076356315
4729,287-E,0.98,3.36,CONT,BOHDAN 'BO' KOLINSKY MEMORIAL HIGHWAY,NEWINGTON - WETHERSFIELD TL,RTE 3(MAPLE ST),2005,P.A. 210,17,159,WETHERSFIELD,2024,f2d648d3-1229-46bb-a9ab-653c37104576,12617.0556432338
4730,2A-E,0.24,3.33,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,103,NORWICH,2024,25274f1a-e607-4430-887b-05689da0f7d3,16281.7546839987
4731,15-N,46.77,47.2,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,167,WOODBRIDGE,2024,d90ff84b-eb4a-4883-a8c4-ee7d6fb8fa1f,2176.9275818923
4732,15-S,23.53,29.23,CONT,MERRITT PARKWAY,NEW YORK SL,BGN OP HOUSATONIC RV & RR,1933,S.A. 379,,050,FAIRFIELD,2024,af31e7ef-0407-4a6a-8e68-9e6ae2819976,30105.2859719889
4733,15-S,45.81,46.77,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,092,NEW HAVEN,2024,75431b2d-689d-4857-9706-6f7d6298a7e2,5092.89648455947
4734,15-S,47.43,52.11,CONT,WILBUR CROSS HIGHWAY,BGN OP HOUSATONIC RV & RR,SB-JCT SB US 5(NORTH BROAD ST),1937,S.A. 394,,061,HAMDEN,2024,3a6646db-e605-4919-9682-065e156eac21,24687.6609349244
4735,150-N,5.75,8.03,CONT,AMERICAN LEGION JOHN M. SIEDLICKI POST 187 MEMORIAL HIGHWAY,RIVER RD(DE),RTE 68(CHURCH ST),2021,P.A. 175,35,148,WALLINGFORD,2024,76bc29c9-bd41-4672-ba86-e2781072a942,12055.4234150934
4736,154-N,7.1,8.01,CONT,VELMA THOMAS MEMORIAL HIGHWAY,MILL ROCK ROAD EAST,BOKUM ROAD,2023,P.A. 135,50,105,OLD SAYBROOK,2024,6e4709ef-ad0c-448a-ad59-82a7661934d4,4765.37294263238
4737,156-E,9.05,11.23,CONT,MERVIN F. ROBERTS MEMORIAL HIGHWAY,LIEUTENANT RIVER BRIDGE,BLACK HALL RIVER BRIDGE,2023,P.A. 135,49,104,OLD LYME,2024,c9d8eaf8-4312-4f26-a51a-11912a400034,11491.0849789161
4738,159-N,0,7.65,CONT,KASMIR PULASKI MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,WINDSOR - WINDSOR LOCKS TL,2000,P.A.  148,38,164,WINDSOR,2024,22228967-234b-4877-8f4e-a464fa533521,40403.7955291671
4739,159-S,2.06,3.58,CONT,KASMIR PULASKI MEMORIAL HIGHWAY,HARTFORD - WINDSOR TL,WINDSOR - WINDSOR LOCKS TL,2000,P.A.  148,38,164,WINDSOR,2024,8a2ddd47-5c86-428e-b817-a248282ea6bb,7920.26299631074
4740,167-N,1.53,4.94,CONT,FIRST COMPANY GOVERNORS HORSE GUARDS MEMORIAL HIGHWAY,HARRIS RD,AVON-SIMSBURY TL,2000,P.A. 148,26,004,AVON,2024,83b2bca0-7053-4890-96a4-c1c085ba2ac4,18025.7468680025
4741,44-W,59.33,59.71,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,076,MANCHESTER,2024,b3aa5b30-5559-47f4-b305-b7aba5a95c67,1970.23323410838
4742,504-N,0,0.75,CONT,WILLIAM J. HILLIARD MEMORIAL HIGHWAY,FLATBUSH AVE,NB-JCT I-84 EB(YANKEE EXPWY),2006,P.A. 133,8,063,HARTFORD,2024,f9eacf08-9385-473b-947c-66d9ed056d9f,3950.08615718259
4743,505-S,0.37,0.53,CONT,FRANK ZURASKI MEMORIAL HIGHWAY,HOLLY DR/FENN RD,EXIT FR SB RTE 9(070),2021,P.A. 175,34,093,NEWINGTON,2024,8ea79ef1-3668-45ff-a842-5af12ce3b992,811.983991269371
4744,53-N,22.12,23.57,CONT,DANBURY VETERANS MEMORIAL HIGHWAY,SOUTH ST,END OF ROUTE,2017,P.A. 230,18,034,DANBURY,2024,49e2a94f-ac0c-44fa-9c43-5f55a8a3f7f7,7716.87592854944
4745,53-S,22.42,22.71,CONT,DANBURY VETERANS MEMORIAL HIGHWAY,SOUTH ST,END OF ROUTE,2017,P.A. 230,18,034,DANBURY,2024,11f92be4-d8e6-472e-9895-2c916fdb3192,1613.11885476229
4746,6-E,39.4,40.39,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,140,THOMASTON,2024,ecbe39ca-2ae8-4847-a6e2-a6cf5d507511,5168.69678188627
4747,6-E,57.93,61.24,CONT,YANKEE EXPRESSWAY,NEW YORK SL,BGN OP CONN RV,1961,S.A. 166,,155,WEST HARTFORD,2024,5b7ec33a-e27b-4b5c-8950-b146a1db9d62,17518.0855754992
4748,6-E,95.41,98.96,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,024,CHAPLIN,2024,027e15cd-4cdf-45a4-b3d6-f8a3934a5903,18707.4447534012
4749,6-W,89.44,90.12,CONT,GRAND ARMY OF THE REPUBLIC HIGHWAY,NEW YORK SL,RHODE ISLAND SL,1937,S.A. 285,,163,WINDHAM,2024,89e58c8f-7b3d-44db-8016-7b92b7e9cbf1,3782.80446402526
4750,66-W,6.91,6.99,CONT,CHARLES E. RAU MEMORIAL HIGHWAY,MAIN ST(LOCAL),RTE 17(NB)(HARTFORD AVE),2007,P.A. 232,13,082,MIDDLETOWN,2024,9a9f2d55-995f-4c8c-8d92-ebe614d0e36d,394.557185542688
4751,74-E,0,2.9,CONT,OFFICER HARVEY R. YOUNG MEMORIAL HIGHWAY,RTE 194(SULLIVAN AVE),SOUTH WINDSOR - ELLINGTON TL,2009,P.A. 101,26,132,SOUTH WINDSOR,2024,c478dc67-1ec6-4549-aa35-81a2fa7d119e,15267.7222490444
4752,77-N,11.56,13.85,CONT,CHARLES W. WIMLER HIGHWAY,GUILFORD - DURHAM TL,RTE 17(NEW HAVEN RD),2007,P.A. 232,39,037,DURHAM,2024,dba255bb-b596-4566-86d1-4f37562f2c9b,12081.9108705225
4753,66-W,7.96,9.96,CONT,THOMAS C. AND THOMAS W. FLOOD MEMORIAL HIGHWAY,RTE 17A(MAIN ST),RTE 17(GOSPEL LA),2006,P.A. 133,16,112,PORTLAND,2024,b44edd66-fd2b-4c5a-9cec-a472db2a0e3d,10549.8524819368
4754,67-E,0,0.5,CONT,LAFAYETTE HIGHWAY,US 7(KENT RD),S JCT SR 800(SOUTH MAIN ST),1931,S.A. 46,,095,NEW MILFORD,2024,cf64c432-8b68-43e1-8dfd-d39a76f99e0f,2657.41833113975
4755,691-W,0,4.67,CONT,HENRY D. ALTOBELLO HIGHWAY,WB-BGN OP I-91,WB-JCT I-84 WB(YANKEE EXPWY),1988,S.A. 72,5,079,MERIDEN,2024,74381448-f49a-4743-b0d8-d52927b8c056,24659.4968292709
4756,7-N,4.62,12.37,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,161,WILTON,2024,2aa38d84-102c-4fa9-8c07-f51d2dae7680,40926.9293259769
4757,7-N,12.37,13.16,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,117,RIDGEFIELD,2024,4182c865-ec35-493f-ba8d-2347a4b8a2b5,4153.31026736267
4758,7-N,17.76,21.6,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,034,DANBURY,2024,49ed86b9-1327-4ab7-90b0-4f18f38872d9,20262.4136299268
4759,7-S,25.34,26.49,CONT,ETHAN ALLEN HIGHWAY,SR 719(MAIN AVE),MASSACHUSETTS SL,1933,S.A. 141,,034,DANBURY,2024,9d1477cc-e67c-4540-8233-ddbfac08ce29,6117.63140572907
4760,72-N,1.89,2.87,CONT,POLISH LEGION OF AMERICAN VETERANS MEMORIAL HIGHWAY,UP RTE 372(CORBIN AVE),RTE 372(FORESTVILLE AVE),1998,P.A. 181,30,088,NEW BRITAIN,2024,07c2142a-bad9-487d-8bf1-3a0be932ec94,5145.65911481517
4761,372-E,1.67,3.67,CONT,JOSEPH E. TINTY MEMORIAL HIGHWAY,RTE 10(EAST ST),PLAINVILLE - NEW BRITAIN TL,2002,P.A. 123,27,109,PLAINVILLE,2024,10f7aac0-ba9f-4e9b-b279-37da77bc4b68,10574.3525241374
4762,372-E,4.73,6.2,CONT,POLISH LEGION OF AMERICAN VETERANS MEMORIAL HIGHWAY,EXIT FR NB RTE 72(022),BGN OVLP RTE 71A(HIGH RD),1999,P.A. 181,30,088,NEW BRITAIN,2024,8b3e4389-c3d7-4abf-9c19-985d0f6dcf01,7727.81563933177
4763,395-S,0,0.13,CONT,GOVERNOR JOHN LODGE TURNPIKE,NB-JCT NB I-95(GOV J D LODGE TPKE),NB-JCT SR 695(GOV J D LODGE TPKE),1986,P.A. 201,,044,EAST LYME,2024,11b23ea8-b6a2-4a37-a651-f4df47901f7b,1005.87502939552
4764,4-E,24.3,25.92,CONT,FRANCIS J ONEGLIA MEMORIAL HIGHWAY,E JCT US 202(EAST MAIN ST),RTE 118(LITCHFIELD RD),2011,P.A. 256,36,143,TORRINGTON,2024,9e61de75-e50a-44cd-af1e-d319babba97a,8566.288616159
4765,4-E,45.84,46.72,CONT,LANCE CORPORAL LAWRENCE ROBERT PHILIPPON MEMORIAL HIGHWAY,JCT SR 508(WB),FARMINGTON AVE,2008,P.A. 101,24,155,WEST HARTFORD,2024,5a727832-9c5b-48c4-aa80-7f4e98c17d7a,4628.82158311171
4766,434-E,0,1.76,CONT,CONSTABLE THOMAS D. JAHELKA MEMORIAL HIGHWAY,RTE 82(TOWN ST),SHANAGHAN RD #1(DE),2011,P.A. 256,22,040,EAST HADDAM,2024,0ecd2c8b-8445-49be-89da-55d6375ac9ba,9272.06847460918
4767,44-E,29.4,33.34,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,005,BARKHAMSTED,2024,2b443287-9608-4cf4-834a-226ab5b94548,20870.781447113
4768,44-E,46.44,50.93,CONT,JONATHAN TRUMBULL HIGHWAY,W JCT RTE 272(NORTH ST),BGN OVLP I-84,1923,P.A. 228,,155,WEST HARTFORD,2024,5458db6d-0db5-4513-bc32-7916bcb0d32c,23750.7828309197
4769,44-E,53.8,53.89,CONT,BRIAN A. ASELTON MEMORIAL HIGHWAY,BGN OP CONN RV,EB-JCT NB RTE 15(WILBUR CROSS PKWY),1999,P.A. 181,26,063,HARTFORD,2024,7c5a2a67-7d13-4b6a-8f88-167d13dcc8c4,506.292595608913
4770,8-N,19.71,23.28,CONT,GENERAL SAMUEL JASKILKA HIGHWAY,STRATFORD - SHELTON TL,BEACON FALLS - NAUGATUCK TL,1979,S.A. 103,,006,BEACON FALLS,2024,8d016860-2497-4547-acb4-ccffbef3447e,18808.104825695
4771,8-N,23.4,24.06,CONT,GENERAL SAMUEL JASKILKA HIGHWAY,STRATFORD - SHELTON TL,BEACON FALLS - NAUGATUCK TL,1979,S.A. 103,,006,BEACON FALLS,2024,200eb99b-8aa4-4a6a-b7a8-1a585b85fa52,3464.79137045208
4772,8-N,27.44,33.02,CONT,JAMES H DARCEY MEMORIAL HIGHWAY,NAUGATUCK - WATERBURY TL,BGN OVLP US 44,1967,S.A. 200,,151,WATERBURY,2024,47b5240d-374f-4f41-98d6-90269307e7bd,29617.3380188431
