highway_name,route_no,from_location,to_location,source_url,source_note
JOHN LUCAS MEMORIAL HIGHWAY,US 50,CRD CROSS LANE RD S,CRD SPRINGER HILL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
JOHN LUCAS MEMORIAL HIGHWAY,US 50,CRD SPRINGER HILL RD E,CRD CROSS LANE RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
SGT ROBERT G MARTIN MEMORIAL HIGHWAY,US 50,CRD BAHNER QUARRY RD S,CRD PETREE RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
SGT ROBERT G MARTIN MEMORIAL HIGHWAY,US 50,CRD PETREE RD S,CRD BAHNER QUARRY RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
REX WHITTON EXPRESSWAY,US 50,.057 mile(s) after CST DIX RD S,.057 mile(s) after CST CLARK AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1961-08-16; years_of_sunset=INDEFINITE
DAVE SINCLAIR MEMORIAL HIGHWAY,US 50,.118 mile(s) before IS 255 S,IS 255 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
SGT JAMES L SHIPLEY MEMORIAL HIGHWAY,US 50,CRD BAHNER QUARRY RD S,CRD TOWER RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
SGT JAMES L SHIPLEY MEMORIAL HIGHWAY,US 50,CRD TOWER RD S,CRD BAHNER QUARRY RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
REP CLORIA BROWN MEMORIAL HIGHWAY,US 61,CST LIN FERRY DR S,.001 mile(s) before IS 55 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
DAVE SINCLAIR BOULEVARD,US 50,.014 mile(s) after CST LINDBERGH BLVD E,US 61 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
POLICE CHIEF MASON GRIFFITH MEMORIAL HIGHWAY,US 50,CRD NOWAK RD E,CRD DANZ RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
POLICE CHIEF MASON GRIFFITH MEMORIAL HIGHWAY,US 50,CRD DANZ RD S,CRD NOWAK RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
REX WHITTON EXPRESSWAY,US 50,.003 mile(s) after CST LAFAYETTE ST S,.37 mile(s) after RP DIX RD TO US50W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1961-08-16; years_of_sunset=INDEFINITE
LT GEORGE S GRAZIER MEMORIAL HIGHWAY,US 50,.067 mile(s) after PVT SHADY ACRES RD S,.512 mile(s) after RT U S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-09-16; years_of_sunset=INDEFINITE
CITY MARSHAL JOHN HENRY BRENDEL MEMORIAL HIGHWAY,US 50,.036 mile(s) after RR SEDALIA SUB E,.235 mile(s) after CST ANGUS LN S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-06-07; years_of_sunset=INDEFINITE
TROOPER JOHN N GREIM MEMORIAL HIGHWAY,US 50,BU 50 W,.001 mile(s) before CST 105 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
BABE ADAMS HIGHWAY,US 136,CST MILLER ST E,.002 mile(s) after CST MILLER ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
SPC STERLING WYATT MEMORIAL HIGHWAY,RT E,MO 740 E,CST AARON DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SPC STERLING WYATT MEMORIAL HIGHWAY,RT E,CST AARON DR E,MO 740 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
CORPORAL JOHN ALLEN CAMPBELL MEMORIAL HIGHWAY,RT C,RT HH S,CRD OLD RT C E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-03-10; years_of_sunset=20 YEARS
CORPORAL JOHN ALLEN CAMPBELL MEMORIAL HIGHWAY,RT C,CRD OLD RT C E,RT HH S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2022-03-10; years_of_sunset=20 YEARS
BABE ADAMS HIGHWAY,US 136,CST MILLER ST E,.019 mile(s) after CST MILLER ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER TRAVIS OWENS MEMORIAL HIGHWAY,MO 6,US 169 S,RT AC S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER TRAVIS OWENS MEMORIAL HIGHWAY,MO 6,RT AC S,US 169 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
BABE ADAMS HIGHWAY,US 136,.002 mile(s) before CRD HACKSAW RD S,.002 mile(s) before CST MILLER ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2002-08-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,CRD COUNTY LINE RD S,.149 mile(s) after CO US36W TO US36E S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-01; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.142 mile(s) before RP US36E TO MO759S S,CRD COUNTY LINE RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.001 mile(s) before CRD 401 S,.005 mile(s) before CRD AVA DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-13; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.149 mile(s) after CO US36W TO US36E S,.001 mile(s) before CRD 401 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-24; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.005 mile(s) before CRD AVA DR S,.146 mile(s) before CRD ATLANTIC LOOP E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-25; years_of_sunset=INDEFINITE
V F W MEMORIAL HIGHWAY,US 36,CRD 403 S,.169 mile(s) before CRD ATLANTIC LOOP E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-08-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.146 mile(s) before CRD ATLANTIC LOOP E,.651 mile(s) after RR BROOKFIELD SUB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-14; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.313 mile(s) after CST BIRCH ST E,.067 mile(s) before US 24 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.253 mile(s) after CO US36W TO US36E S,.313 mile(s) after CST BIRCH ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-29; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.067 mile(s) before US 24 W,.143 mile(s) after CRD 244 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=0199-07-08; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.049 mile(s) after US 24 W,.316 mile(s) before CST BIRCH ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,IS 72 W,.078 mile(s) before CRD 244 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.143 mile(s) after CRD 244 E,.018 mile(s) before IS 72 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.316 mile(s) before CST BIRCH ST E,.265 mile(s) before CO US36W TO US36E S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.265 mile(s) before CO US36W TO US36E S,.003 mile(s) after RT C S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-14; years_of_sunset=INDEFINITE
MISSOURI STATE TROOPER WILLIAM BRANDT MEMORIAL HIGHWAY,US 36,.003 mile(s) after RT C S,.737 mile(s) before RR BROOKFIELD SUB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
MISSOURI STATE TROOPER WILLIAM BRANDT MEMORIAL HIGHWAY,US 36,.01 mile(s) before RT C S,.003 mile(s) after RT C S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.131 mile(s) after CRD ATLANTIC LOOP E,.016 mile(s) before CRD AVA DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-25; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.016 mile(s) before CRD AVA DR S,.015 mile(s) before CRD 401 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-13; years_of_sunset=INDEFINITE
V F W MEMORIAL HIGHWAY,US 36,.168 mile(s) after CRD ATLANTIC LOOP E,CRD 403 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-08-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.015 mile(s) before CRD 401 S,.16 mile(s) before CO US36W TO US36E S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-24; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.16 mile(s) before CO US36W TO US36E S,.01 mile(s) before CRD 144 SE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-06-01; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.01 mile(s) before CRD 144 SE S,.14 mile(s) after RP IS229S TO US36W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-05-28; years_of_sunset=INDEFINITE
VETERANS OF FOREIGN WARS HIGHWAY,US 36,.078 mile(s) before CRD 244 E,.049 mile(s) after US 24 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=0199-07-08; years_of_sunset=INDEFINITE
WWII ROBERT EARL SAULS MEMORIAL HIGHWAY,US 24,CST DAVIS RD S,CST FERGUSON SPR RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
HARRY S TRUMAN MEMORIAL HIGHWAY,US 24,.005 mile(s) after CST NOLAND RD S,.006 mile(s) after RR SEDALIA SUB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
WWII ROBERT EARL SAULS MEMORIAL HIGHWAY,US 24,.003 mile(s) before CST FERGUSON SPR RD S,CST DAVIS RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
OFFICER DANIEL VASQUEZ MEMORIAL HIGHWAY,MO 210,.002 mile(s) after CST CHOUTEAU TRFY N,.1 mile(s) before MO 1 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
OFFICER DANIEL VASQUEZ MEMORIAL HIGHWAY,MO 210,CST DIAMOND PKWY S,CST CHOUTEAU TRFY N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
MARY HELEN PRESTON MEMORIAL HIGHWAY,RT C,US 24 E,RT O E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-03-12; years_of_sunset=20 YEARS
MARY HELEN PRESTON MEMORIAL HIGHWAY,RT C,RT O E,US 24 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-03-12; years_of_sunset=20 YEARS
SP4 FORREST P DICKEY MEMORIAL HIGHWAY,MO 210,CRD EGYPT RD S,CST BRASHEARS RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SP4 FORREST P DICKEY MEMORIAL HIGHWAY,MO 210,CST BRASHEARS RD S,CRD EGYPT RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
BUTTERFIELD RANCH ROAD,RT WW,CRD 197TH TRL E,BU 65 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
OPERATION MIDNIGHT HAMMER HIGHWAY,MO 23,BU 50 E,.312 mile(s) before DOD ARNOLD AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
OPERATION MIDNIGHT HAMMER HIGHWAY,MO 23,.312 mile(s) after DOD ARNOLD AVE S,BU 50 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
DAVID WHITMER MEMORIAL HIGHWAY,BU 10,CST MAIN ST E,CRD COO LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-03-12; years_of_sunset=20 YEARS
DAVID WHITMER MEMORIAL HIGHWAY,BU 10,CRD COO LN E,CST MAIN ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-03-12; years_of_sunset=20 YEARS
HARRISBURG R8 BAND HIGHWAY,RT J,CRD DRANE RD E,CST HARRIS ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
HARRISBURG R8 BAND HIGHWAY,RT J,CST HARRIS ST S,CRD DRANE RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-08-28; years_of_sunset=INDEFINITE
CAPTAIN VERNON COLLETT MEMORIAL HIGHWAY,RT E,CRD 101 S,CRD 361 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
CAPTAIN VERNON COLLETT MEMORIAL HIGHWAY,RT E,CRD 361 S,CRD 101 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.089 mile(s) before RP EATON ST TO IS35N N,.114 mile(s) after RP FRONT ST E TO IS29N N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
FIREFIGHTER JEFF SANDERS MEMORIAL HIGHWAY,RT E,OR 70 E,CST RAILROAD ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER JEFF SANDERS MEMORIAL HIGHWAY,RT E,CST MARSHALL ST E,OR 70 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.132 mile(s) before CST LEVEE RD E,.134 mile(s) before RP IS35N TO RTPP N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.134 mile(s) before RP IS35N TO RTPP N,.274 mile(s) before MO 110 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.134 mile(s) before RP IS35N TO RTPP N,.274 mile(s) before MO 110 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.038 mile(s) after MO 92 E,.134 mile(s) before RP IS35N TO RTPP N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-08-25; years_of_sunset=20 YEARS
POW/MIA MEMORIAL HIGHWAY,IS 35,.274 mile(s) before MO 110 E,1.088 mile(s) before RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.274 mile(s) before MO 110 E,1.088 mile(s) before RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,1.088 mile(s) before RT BB E,1.01 mile(s) before RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,1.01 mile(s) before RT BB E,.218 mile(s) before CRD E 200 AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,1.01 mile(s) before RT BB E,.218 mile(s) before CRD E 200 AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
IRVINE O HOCKADAY JR HIGHWAY,US 69,.003 mile(s) before IS 35 N,.001 mile(s) before IS 435 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.218 mile(s) before CRD E 200 AVE S,.004 mile(s) after CRD E 100 ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.218 mile(s) before CRD E 200 AVE S,.287 mile(s) before RP IS35N TO US136 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
COACH VIC BONUCHI HIGHWAY,US 69,CST CROWN HILL RD S,CST TRACY AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-09-13; years_of_sunset=20 YEARS
COACH VIC BONUCHI HIGHWAY,US 69,CST TRACY AVE E,CST CROWN HILL RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-09-13; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.004 mile(s) before CRD E 100 ST E,.265 mile(s) after CRD E 200 AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,1.046 mile(s) after RT BB E,1.068 mile(s) after RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.008 mile(s) after RP IS35S TO US136 S,.265 mile(s) after CRD E 200 AVE S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
THE 35TH INFANTRY DIVISION MEMORIAL  HIGHWAY,IS 35,.265 mile(s) after CRD E 200 AVE S,1.046 mile(s) after RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1969-06-28; years_of_sunset=INDEFINITE
POW/MIA MEMORIAL HIGHWAY,IS 35,.265 mile(s) after CRD E 200 AVE S,1.046 mile(s) after RT BB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-07-01; years_of_sunset=20 YEARS
CW2 MATTHEW G KELLEY MEMORIAL HIGHWAY,US 69,.125 mile(s) after CST EAGLE LANDING PKWY E,IS 35 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
