highway_name,route_no,from_location,to_location,source_url,source_note
WW II EXERCISE TIGER EXPRESSWAY,US 54,.036 mile(s) after CRD 2068 E,.02 mile(s) after IS 70 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-04-16; years_of_sunset=INDEFINITE
WW II EXERCISE TIGER EXPRESSWAY,US 54,.032 mile(s) after MO 22 E,.036 mile(s) after CRD 2068 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-04-09; years_of_sunset=INDEFINITE
OFFICER ORVILLE ROSENSTENGEL MEMORIAL HIGHWAY,US 54,CRD 557 S,CRD 577 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-08-28; years_of_sunset=INDEFINITE
OFFICER ORVILLE ROSENSTENGEL MEMORIAL HIGHWAY,US 54,CRD 577 S,CRD 557 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-08-28; years_of_sunset=INDEFINITE
MEDAL OF HONOR RADM SAMUEL GLENN FUQUA MEMORIAL HIGHWAY,US 54,CST PINE ST S,CRD 448 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEDAL OF HONOR MEMORIAL HIGHWAY; year_established=2022-09-21; years_of_sunset=20 YEARS
MEDAL OF HONOR RADM SAMUEL GLENN FUQUA MEMORIAL HIGHWAY,US 54,CRD 532 E,CST PINE ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEDAL OF HONOR MEMORIAL HIGHWAY; year_established=2022-09-21; years_of_sunset=20 YEARS
COTTON FITZSIMMONS MEMORIAL HIGHWAY,US 54,CST INDUSTRIAL PARK RD S,OR 54 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
COTTON FITZSIMMONS MEMORIAL HIGHWAY,US 54,OR 54 E,CST INDUSTRIAL PARK RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
HSPD SGT BRYAN HOLOHAN MEMORIAL HIGHWAY,US 54,.336 mile(s) before RP US54W TO RTAA W,.731 mile(s) after RP CENTER ST TO US54W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2014-07-23; years_of_sunset=20 YEARS
"C.F. ""RED"" WHALEY FREEWAY",US 54,.086 mile(s) before RR JEFFERSON CITY SUB E,.134 mile(s) after MO 179 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1990-06-01; years_of_sunset=INDEFINITE
LEE MACE MEMORIAL HIGHWAY,US 54,.014 mile(s) after MO 42 W,.046 mile(s) after MO 42 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-06-11; years_of_sunset=20 YEARS
LEE MACE MEMORIAL HIGHWAY,US 54,.264 mile(s) after CST RIVER RD E,.214 mile(s) before CST EAST OSAGE BEACH PKWY S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-06-11; years_of_sunset=20 YEARS
TROOPER DENNIS H. MARRIOTT MEMORIAL HIGHWAY,US 54,.166 mile(s) after PVT ROCKPORT HILLS RD S,.004 mile(s) before CRD CODY DR S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
LEE MACE MEMORIAL HIGHWAY,US 54,.214 mile(s) before CST EAST OSAGE BEACH PKWY S,.014 mile(s) after MO 42 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-06-11; years_of_sunset=20 YEARS
WYMAN S BASINGER MEMORIAL HIGHWAY,MO 179,.001 mile(s) before RT C E,RT B S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-08-28; years_of_sunset=INDEFINITE
DEPUTY SHERIFF CASEY L SHOEMATE MEMORIAL HIGHWAY,US 54,MO 87 S,MO 52 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-09-01; years_of_sunset=INDEFINITE
VETERANS MEMORIAL EXPRESSWAY,US 54,.156 mile(s) after CST EAST OSAGE BEACH PKWY S,.247 mile(s) before CST JEFFRIES RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2015-08-28; years_of_sunset=INDEFINITE
US REPRESENTATIVE BILLY LONG HIGHWAY,US 65,.001 mile(s) after CRD VALLEY WATER MILL RD E,RT YY E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
AMERICAN LEGION MEMORIAL HIGHWAY,US 65,.004 mile(s) before CRD 100 E,.129 mile(s) before RR RIVER SUB E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
SSG RONALD C BLYSTONE MEMORIAL HIGHWAY,US 65,CST BATTLEFIELD RD E,.002 mile(s) before US 60 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
TROOPER JIMMIE LINEGAR MEMORIAL HIGHWAY,US 65,.279 mile(s) before CRD ROCHESTER RD E,.037 mile(s) after MO 265 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
JERRY L GRAHAM MEMORIAL HIGHWAY,US 65,CRD 218  E,CRD 226 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
JERRY L GRAHAM MEMORIAL HIGHWAY,US 65,CRD 226 E,CRD 218  E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
AMERICAN LEGION MEMORIAL HIGHWAY,US 65,.264 mile(s) before CRD 280TH LN E,.028 mile(s) after MO 240 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
AMERICAN LEGION MEMORIAL HIGHWAY,US 65,.241 mile(s) after CRD 280TH LN E,.005 mile(s) after US 24 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
AMERICAN LEGION MEMORIAL HIGHWAY,US 65,MO 240 E,.241 mile(s) after CRD 280TH LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
AMERICAN LEGION MEMORIAL HIGHWAY,US 65,US 24 E,.264 mile(s) before CRD 280TH LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
US REPRESENTATIVE BILLY LONG HIGHWAY,US 65,RT YY E,CRD VALLEY WATER MILL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
THE ZACH WHEAT MEMORIAL HIGHWAY,MO 13,.046 mile(s) after CRD STARK DR E,.05 mile(s) after CRD W PRICE DR E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1999-08-28; years_of_sunset=INDEFINITE
JOHN PLAYTER MEMORIAL HIGHWAY,MO 13,MO 32 E,MO 83 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
JOHN WESLEY CHOATE MEMORIAL HIGHWAY,MO 13,.001 mile(s) before RT BB W,.006 mile(s) after CRD 44 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-02-01; years_of_sunset=20 YEARS
DR SCOTT HALL MEMORIAL HIGHWAY,MO 13,US 136 E,IS 35 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
DR SCOTT HALL MEMORIAL HIGHWAY,MO 13,IS 35 N,US 136 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2026-08-28; years_of_sunset=INDEFINITE
RICK SEINER MEMORIAL HIGHWAY,MO 13,.009 mile(s) after RT Y E,.008 mile(s) before MO 83 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-08-28; years_of_sunset=INDEFINITE
RICK SEINER MEMORIAL HIGHWAY,MO 13,.001 mile(s) before RT Y E,.009 mile(s) after RT Y E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-08-28; years_of_sunset=INDEFINITE
JOHN WESLEY CHOATE MEMORIAL HIGHWAY,MO 13,CRD 44 E,RT CC E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-02-01; years_of_sunset=20 YEARS
JOHN PLAYTER MEMORIAL HIGHWAY,MO 13,.011 mile(s) after MO 32 E,.114 mile(s) after RP MO32 TO MO13N N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
THE ZACH WHEAT MEMORIAL HIGHWAY,MO 13,.046 mile(s) before CRD STARK DR E,.148 mile(s) before CRD 230 ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2000-02-01; years_of_sunset=INDEFINITE
CORPORAL BOBBIE J. HARPER MEMORIAL HIGHWAY,US 71,.509 mile(s) before RT OO S,1.005 mile(s) before CRD SORREL RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2003-08-28; years_of_sunset=INDEFINITE
3-TRAILS CROSSING MEMORIAL HIGHWAY,US 71,.001 mile(s) before CST RED BRIDGE RD W,.004 mile(s) after RT W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-03-15; years_of_sunset=20 YEARS
3-TRAILS CROSSING MEMORIAL HIGHWAY,US 71,.01 mile(s) after RT W E,.008 mile(s) after CST RED BRIDGE RD E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2006-03-15; years_of_sunset=20 YEARS
DR. MARTIN LUTHER KING JR. MEMORIAL MILE,MO 266,CST AIRPORT BLVD S,.06 mile(s) before IS 44 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2009-08-28; years_of_sunset=INDEFINITE
LAURA INGALLS WILDER MEMORIAL HIGHWAY,RT A,BU 60 E,RT K S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
LAURA INGALLS WILDER MEMORIAL HIGHWAY,RT A,RT K S,BU 60 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
CAPT THOMAS WOLFE - AIRFORCE,BU 60,CRD 1100 S,CST BOND ST E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2019-09-12; years_of_sunset=20 YEARS
CAPT THOMAS WOLFE - AIRFORCE,BU 60,CST BOND ST E,CRD 1100 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=HEROES WAY HIGHWAY; year_established=2019-09-12; years_of_sunset=20 YEARS
CALE NOLAN MEMORIAL HIGHWAY,RT K,CRD 141 S,CRD 172 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
CALE NOLAN MEMORIAL HIGHWAY,RT K,CRD 172 E,CRD 141 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1901-01-01; years_of_sunset=20 YEARS
DEPUTY SHERIFF AARON P ROBERTS MEMORIAL HIGHWAY,RT H,CRD 88 E,.005 mile(s) after IS 44 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
DEPUTY SHERIFF AARON P ROBERTS MEMORIAL HIGHWAY,RT H,IS 44 W,CRD 88 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
"GARY D MCCORMACK, MEMO MACTO UNUS MEMORIAL HIGHWAY",RT WW,.002 mile(s) after MO 13 S,RT H S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-06-11; years_of_sunset=20 YEARS
"GARY D MCCORMACK, MEMO MACTO UNUS MEMORIAL HIGHWAY",RT WW,RT H S,MO 13 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2008-06-11; years_of_sunset=20 YEARS
SHERIFF JOHN PAYNTOR MEMORIAL HIGHWAY,RT J,CRD 1120 E,MO 32 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
SHERIFF JOHN PAYNTOR MEMORIAL HIGHWAY,RT J,MO 32 E,CRD 1120 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
MSGT CARL COSPER JR MEMORIAL HIGHWAY,MO 37,CRD 1062 S,CRD 1060 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
MSGT CARL COSPER JR MEMORIAL HIGHWAY,MO 37,CRD 1060 S,CRD 1062 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
LT DEPUTY WILLIAM HARVILLE MEMORIAL HIGHWAY,RT J,CRD 1120 E,CRD 900 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=INDEFINITE
LT DEPUTY WILLIAM HARVILLE MEMORIAL HIGHWAY,RT J,CRD 900 E,CRD 1120 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=INDEFINITE
SAM W EASTERLY MEMORIAL HIGHWAY,RT OO,.001 mile(s) before CRD 249 S,.001 mile(s) before MO 744 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2017-09-13; years_of_sunset=20 YEARS
SAM W EASTERLY MEMORIAL HIGHWAY,RT OO,MO 744 E,CRD 249 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2017-09-13; years_of_sunset=20 YEARS
CONSTABLE W EARL GOWDY MEMORIAL HIGHWAY,RT K,CST WILSON ST S,RT P E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
CONSTABLE W EARL GOWDY MEMORIAL HIGHWAY,RT K,RT P E,CST WILSON ST S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2024-09-11; years_of_sunset=20 YEARS
CARVER PRAIRIE DRIVE,RT V,IS 49 S,MO 59 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
CARVER PRAIRIE DRIVE,RT V,MO 59 S,IS 49 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER TYLER H CASEY MEMORIAL HIGHWAY,MO 43,RT U E,RT C S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
FIREFIGHTER TYLER H CASEY MEMORIAL HIGHWAY,MO 43,RT C S,RT U E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2021-08-28; years_of_sunset=INDEFINITE
ALBERT BRUMLEY MEMORIAL HIGHWAY,RT E,.146 mile(s) before CRD BLACKJACK LN E,MO 76 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
ALBERT BRUMLEY MEMORIAL HIGHWAY,RT E,MO 76 E,.146 mile(s) after CRD BLACKJACK LN E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2005-08-28; years_of_sunset=INDEFINITE
CORPORAL M.E. WEBSTER MEMORIAL PARKWAY,US 40,.018 mile(s) after RT BB S,.015 mile(s) after RP US40E TO IS470E E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=1995-06-27; years_of_sunset=INDEFINITE
PURPLE HEART TRAIL (I-70),IS 70,.205 mile(s) before PED ST LOUIS RIVERFRONT TRAIL S,.018 mile(s) after CST KINGSHIGHWAY BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2012-08-28; years_of_sunset=INDEFINITE
ETHEL HEDGEMON LYLE MEMORIAL HIGHWAY,IS 70,RP IS44E TO 10TH ST N,MO 115 S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2023-08-28; years_of_sunset=INDEFINITE
ANDY GAMMON MEMORIAL HIGHWAY,IS 70,.044 mile(s) after RP 9TH ST TO IS70W W,.078 mile(s) after RP ADELAIDE AVE TO IS70W W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
MARK TWAIN EXPRESSWAY,IS 70,.044 mile(s) after RP 9TH ST TO IS70W W,.018 mile(s) after CST KINGSHIGHWAY BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2010-08-28; years_of_sunset=INDEFINITE
SENATOR PAULA J CARTER MEMORIAL HIGHWAY,IS 70,MO 115 S,CST GOODFELLOW BLVD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER DAVID LEE MEMORIAL HIGHWAY,IS 70,.005 mile(s) after RT H S,.008 mile(s) before CST CARRIE AVE E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2025-08-28; years_of_sunset=INDEFINITE
HIGHWAY PATROL SGT BENJAMIN BOOTH MEMORIAL HIGHWAY,IS 70,MO 763 S,.001 mile(s) before LP 70 E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-08-28; years_of_sunset=INDEFINITE
GRAHAMS PICNIC ROCK HIGHWAY,IS 70,.834 mile(s) after RT N S,1.816 mile(s) after RT N S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
RALPH BARRALE MEMORIAL HIGHWAY,IS 70,CST LAKE ST LOUIS BLVD E,.001 mile(s) after RT A E,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2019-08-28; years_of_sunset=INDEFINITE
SHERIFF ROGER I WILSON MEMORIAL HIGHWAY,IS 70,.005 mile(s) after RP US63C TO IS70W W,MO 763 N,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2018-08-28; years_of_sunset=INDEFINITE
US SUBMARINE VETERANS MEMORIAL HIGHWAY,IS 70,.134 mile(s) before CRD SORRELS OVERPASS DR S,2.004 mile(s) before RP IS70W TO MO127 W,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2004-08-28; years_of_sunset=INDEFINITE
POLICE OFFICER DARYL HALL MEMORIAL HIGHWAY,IS 70,.04 mile(s) after RP IS70W TO GOODFELLOW BLVD N,.032 mile(s) before CST JENNINGS STATION RD S,https://www6.modot.mo.gov/MemorialMap/,MoDOT Memorial Designation Map (MemorialMap API); memorial_type=MEMORIAL HIGHWAY; year_established=2013-08-28; years_of_sunset=INDEFINITE
