OBJECTID,Jurisdiction,Dedication Feature Type,Dedication Type,Displayed Sign Text,Dedication Year,Information,Streetview,GlobalID,Search URL
199,Howard,ROAD,Political_Service,Dedicated to Thomas M. Yeager,N/A,"Dedicated to Thomas Merle Yeager, who was a member of the Howard County Council from 1975 to 1983 and represented newly formed District 13 in the MD Senate from 1983 to 1994.","https://www.google.com/maps/@39.1900572,-76.9066344,3a,75y,133.04h,84.86t/data=!3m6!1e1!3m4!1srlDotuIc3FtCe0CYlIeCfg!2e0!7i13312!8i6656",29f43a5f-bd9f-41ca-9859-b9e9523cef10,https://bit.ly/2DWlEAV
200,Harford,BRID,Military_Service,Dedicated As Alfred B. Hilton Memorial Bridge,2017,"Dedicated to Alfred B. Hilton, Havre de Grace native, who was one of 16 African-American Union Army Soldiers who received the Medal of Honor for their service during the Civil War and the only service member from Harford County.","https://www.google.com/maps/@39.5271223,-76.1929176,3a,75y,133.27h,80.02t/data=!3m6!1e1!3m4!1sAHJHcCj_-mgX0A3hb0Ikwg!2e0!7i13312!8i6656",8ae3f652-2bd1-4ea9-9fd8-9b40b22c5cef,https://bit.ly/2Q7nt5n
201,Wicomico,ROAD,Political_Service,Dedicated to Delegate Norman H Conway,2017,"Dedicated to Norman H. Conway, Salisbury native and former President of Salisbury City Council (1982-1987), who represented District 38B in the MD House of Delegates from 1987 to 2015. ","https://www.google.com/maps/@38.4015069,-75.6221505,3a,75y,69.34h,83.13t/data=!3m6!1e1!3m4!1sn1Y0e95KRYpBEnnsGbvfSQ!2e0!7i13312!8i6656",9e513a61-b88f-4e6d-a550-2c5808cc4c4b,https://bit.ly/2E0xp9D
202,Frederick,ROAD,Military_Service,Dedicated to SSGT Charles I. Cartwright Untied States Marine Corps,2014,"Dedicated to United States Marine Corps Staff Sergeant Charles I. Cartwright who was killed in action in Farah province, Afghanistan on November 7, 2009 while supporting Operation Enduring Freedom.","https://www.google.com/maps/@39.4665036,-77.3636953,3a,75y,29h,84.86t/data=!3m6!1e1!3m4!1sPCtGnegMsvdjQ_zb_qVTtA!2e0!7i13312!8i6656",bcc6850f-3dbd-4f09-972c-fe982e3b0e33,https://bit.ly/2KQw9qW
203,Baltimore City,ROAD,Honorary,Key Highway,N/A,"Named in honor of Francis Scott Key, Maryland native and author of our national anthem, ""The Star-Spangled Banner.""","https://www.google.com/maps/@39.2808143,-76.6129298,3a,75y,157.48h,85.4t/data=!3m6!1e1!3m4!1szFZL7UFS7gAqyI0XqbAFzg!2e0!7i13312!8i6656",50e936d2-c8aa-4523-9f0d-ed881d9ab04b,https://bit.ly/2EanhvH
204,Baltimore City,ROAD,Political_Service,Broening Highway,N/A,"Named in honor of William Frederick Broening, former Mayor of Baltimore for two terms, 1919-1923 and 1927-1931.",https://goo.gl/maps/sMtR8tEbuL42,c2e4ab61-8a65-4f0f-a221-6b175aef5881,https://bit.ly/2QEMbJX
205,St Marys,SITE,Political_Service,"Dedicated to J. Frank Raley, Jr. Founder of Modern St. Mary's County",2017,"Dedicated to J. Frank Raley, Jr. who represented St. Mary’s County in the both the MD House of Delegates (1955-1959) and MD Senate (1963-1966) but never stopped advocating for the area. Among other things, Raley is credited with helping establish St. Mary’s College of Maryland as a four-year liberal arts college and was a driving force in the construction of the Thomas Johnson bridge.","https://www.google.com/maps/@38.2756689,-76.463653,3a,75y,352.97h,89.35t/data=!3m6!1e1!3m4!1sIkTZum1LS-TGG5NU1sCQAA!2e0!7i13312!8i6656",3102f6c0-2fde-419f-a52a-602e3878182a,https://bit.ly/2KS5SZ4
207,Queen Annes,BRID,Honorary,Watermen's Memorial Bridge,2011,"Partial inscription from the neighboring Maryland Watermen’s Monument: Dedicated to all watermen in the state of Maryland for their tremendous contribution to our seafood industry, culture and heritage. We pay homage to their unique way of life and may their legacy forever be remembered.","https://www.google.com/maps/@38.9710945,-76.2499938,3a,89.9y,108.21h,97.53t/data=!3m6!1e1!3m4!1srtwucT6ghQQrOvl6tA3g0Q!2e0!7i13312!8i6656",71f5591e-4ac8-4656-9cef-5e03b68bbacc,https://bit.ly/2rkxrBz
208,Baltimore,SITE,Military_Service,Battle of North Point War of 1812,N/A,"The Battle of North Point, fought on September 12, 1814, was a pivotal moment in the War of 1812. One of several commemorations in the immediate area.",https://goo.gl/maps/Y2tW893bbau,41753414-d414-462d-b7d3-f36543e8a830,https://bit.ly/2KRkmIO
210,Prince Georges,BRID,Political_Service,Bridge Dedicated to Senator Gwendolyn Greene Britt,2010,"Dedicated to Gwendolyn Britt nee Greene, Washington D.C. native and civil rights activist who represented District 47 in the MD Senate from 2003 until her death in 2008 and fought for funding for the construction of CSX bridge over Annapolis Road.","https://www.google.com/maps/@38.9391682,-76.9389713,3a,75y,91.83h,92.06t/data=!3m6!1e1!3m4!1sB8aRiutKlFGaSSZtIr39nQ!2e0!7i13312!8i6656",65de3ab2-a70c-408f-8543-8b461efa927d,https://bit.ly/2KQL3gR
218,Talbot,SITE,Law_Enforc_Ser,In Memory Of Our Fallen Heroes TFC William P. Mills Jr. TFC Mark P. Groner Maryland State Troopers,N/A,"Dedicated to Maryland State Police Trooper First Class William P. Mills, Jr. and Trooper First Class Mark P. Groner both of whom were killed in the line of duty on June 8, 1979 and October 1, 1992, respectively.","https://www.google.com/maps/@38.7429166,-76.0677349,3a,75y,25.61h,87.45t/data=!3m6!1e1!3m4!1s8UF3HMPDDZlr51COnsiFQA!2e0!7i13312!8i6656",db221100-0753-4cd2-8f13-fbec9066c0c4,https://bit.ly/2DW8Fzc
219,Frederick,BRID,Military_Service,SPC Erik W Hayes US Army Iraq Campaign Killed In Action 11-29-04 | Scenic Monocacy River,2017,"Dedicated to United States Army Specialist Erik W. Hayes, Harney and Thurmont native, who was killed in action in Al Miqdadiyah, Iraq on November 29, 2004 while supporting Operation Iraqi Freedom.","https://www.google.com/maps/@39.6788324,-77.2350623,3a,75y,69.62h,72.21t/data=!3m6!1e1!3m4!1s3M36fn45JW-YRFbpRcc-hQ!2e0!7i13312!8i6656",d85af4c7-b4a9-4aa1-89ea-1739f9bea651,https://bit.ly/2RsbNGV
221,Anne Arundel,ROAD,Honorary,Stephanie Roper Highway,2012,"Dedicated to Stephanie Roper, whose 1982 murder was the catalyst for the creation of a number of victim’s assistance services. It prompted her parents,  Roberta and Vincent Roper, to form the Maryland Crime Victims’ Resource Center, formerly known as the Stephanie Roper Committee and Foundation.","https://www.google.com/maps/@38.7873366,-76.665158,3a,75y,334.39h,93.6t/data=!3m6!1e1!3m4!1skPMK3THGoWRGp5GMkFxTbw!2e0!7i13312!8i6656",4f3a3dff-3523-4431-8543-bead52c0401a,https://bit.ly/2DYEuau
222,Prince Georges,ROAD,Honorary,Stephanie Roper Highway,2012,"Dedicated to Stephanie Roper, whose 1982 murder was the catalyst for the creation of a number of victim’s assistance services. It prompted her parents,  Roberta and Vincent Roper, to form the Maryland Crime Victims’ Resource Center, formerly known as the Stephanie Roper Committee and Foundation.","https://www.google.com/maps/@38.8122307,-76.7504395,3a,75y,36.35h,79.65t/data=!3m6!1e1!3m4!1sDaxOQx8B0RjelTBzbNrFVA!2e0!7i13312!8i6656",659479cd-2fce-4e0f-b8d1-d3bd8c098992,https://bit.ly/2DYEuau
224,Prince Georges,ROAD,Public_Service,This Interchange Dedicated to Bishop James R. Peebles Sr.,N/A,"Dedicated to Bishop James R. Peebles, Sr., who formed nearby Jericho City of Praise with his wife in 1969.","https://www.google.com/maps/@38.9072187,-76.8521179,3a,62.2y,101.37h,88.71t/data=!3m6!1e1!3m4!1sYkLj6RhUHcq3uD9DwtdczQ!2e0!7i13312!8i6656",d91b8951-65ac-46a9-99bb-779786985a4b,https://bit.ly/2PiVqdU
225,Kent,SITE,Public_Service,This road dedicated in the memory of David A. Bramble,2005,"Dedicated to David A. Bramble, Fairlee native, who founded the construction company David A. Bramble, Inc., one of the largest employers in the upper Eastern Shore area.","https://www.google.com/maps/@39.2150263,-76.2272202,3a,65.3y,284.02h,90.13t/data=!3m6!1e1!3m4!1sBvAsoV_50q3mlPgGbE0TTw!2e0!7i3328!8i1664",08f28782-ff29-42a2-9179-f188c3220b48,https://bit.ly/2EcKflY
226,Prince Georges,ROAD,Fire_Service,Dedicated to DFC James Yvorra,2018,"Dedicated to Prince George's Fire Department Deputy Fire Chief James G. Yvorra who was killed in the line of duty when he was struck by an automobile while on the scene of an accident on January 28, 1988.","https://www.google.com/maps/@38.9981683,-76.8915423,3a,75y,148.46h,78.33t/data=!3m6!1e1!3m4!1ssVHNv8wMa4fGx1Zir55_rA!2e0!7i13312!8i6656",cd0d1a15-1311-42a3-8ba9-2409b2978666,https://bit.ly/2EcvaAC
227,Baltimore,BRID,Military_Service,Bridge Dedicated to CPL Nicholas Lee Ziolkowski United States Marine Corps,2018,"Dedicated to United States Marine Corps Corporal Nicholas Lee Ziolkowski, Towson native, who was killed in action on November 14, 2004 by enemy fire in Fallujah, Iraq while supporting Operation Iraqi Freedom.","https://www.google.com/maps/@39.4138874,-76.6301895,3a,75y,18.41h,76.18t/data=!3m6!1e1!3m4!1stkJ8I9oYsxOIycxkNFEAig!2e0!7i13312!8i6656",65af0394-3ea9-4d9e-a388-cf5cc1cc7f33,https://bit.ly/2FYPsiQ
228,Talbot,ROAD,Law_Enforc_Ser,Dedicated to Maryland Natural Resources Police,2018,"Dedicated to the Maryland Natural Resources Police, Maryland’s oldest state police force and one of the nation’s oldest conservation law enforcement agencies, which celebrated 150 years of service in 2018.","https://www.google.com/maps/@38.7469782,-75.9496965,3a,75y,292.88h,78.08t/data=!3m6!1e1!3m4!1sLSTeHPxApl7JXBZpYYeO-w!2e0!7i13312!8i6656",fc6b3070-b22f-489f-96f9-4412a46d8523,https://bit.ly/2G5Xnv4
229,Baltimore,ROAD,Political_Service,Dedicated to Senator Norman Stone,2018,"Dedicated to Senator Norman R. Stone, Jr., Baltimore native, who represented District 6 in the in the Maryland State Senate for 12 terms from 1967 to 2015. Senator Stone is the longest serving senator in Maryland history.","https://www.google.com/maps/@39.2432091,-76.4561212,3a,82.8y,253.45h,82.29t/data=!3m6!1e1!3m4!1sp2IFVc__eMIFKtGBQ5bmEQ!2e0!7i13312!8i6656",bdd6ea1b-3b8e-4bd4-8b84-8f69d7194149,https://bit.ly/2zDRTBI
230,Frederick,BRID,Military_Service,SSGT William J Kundrat USMC (Raider) Killed 07-10-17,2018,"Dedicated to United States Marine Corps Staff Sergeant William Joseph Kundrat, Frederick native, who was killed in action during a military training accident in Mississippi on July 10, 2017.","https://www.google.com/maps/@39.4240368,-77.4265869,3a,75y,314.02h,84.99t/data=!3m6!1e1!3m4!1sUwyKB_nVpFADGpa2Lez74w!2e0!7i13312!8i6656",8fb8375b-1676-46bd-8a4c-94e5ceda37c9,https://bit.ly/2RvT65j
233,Queen Annes,BRID,Political_Service,Bridge Dedicated to Speaker of the House R Clayton Mitchell Jr,2018,"Dedicated to R. Clayton ""Clay"" Mitchell Jr., Chestertown native, who represented District 36 in the MD House of Delegates from 1971 to 1992 and was Speaker of the House from 1987 to 1993.","https://www.google.com/maps/@38.9720256,-76.2533299,3a,75y,115.14h,83.18t/data=!3m6!1e1!3m4!1sPNeDq2Uv7Ob1xMsQStZEcA!2e0!7i13312!8i6656",6cafab6e-67f7-4a0e-8641-20802a4d5481,https://bit.ly/2Ubm6Ry
234,Frederick,BRID,Military_Service,CPL Kirk J Bosselmann USMC Iraq Campaign Killed In Action 11-27-04,2018,"Dedicated to United States Marine Corps Corporal Kirk J. Bosselmann, Dickerson native, who was killed in action in Anbar Province, Iraq on November 27, 2004 while supporting Operation Iraqi Freedom.","https://www.google.com/maps/@39.3682834,-77.3896241,3a,75y,343.38h,91.14t/data=!3m6!1e1!3m4!1sGSVaxq24UxR4HDDNC_Uyyw!2e0!7i13312!8i6656",25a4bef9-0ad3-4f6a-8bb9-cc622dbf448d,https://bit.ly/2U5EUS2
235,Frederick,BRID,Military_Service,Bridge Dedicated to SGT John F Plunkard US Army,2018,"Dedicated to United States Army Sergeant John Francis Plunkard, Frederick native and Frederick High School alumnus, who was killed in action in the Thua Thien province of Vietnam on April 8, 1968 while supporting the Vietnam War.",https://goo.gl/maps/6ZfZnWrwnSo,3a35efb4-714b-4fdc-984a-4efd7a7603b1,https://bit.ly/2rkpgoR
236,Somerset,ROAD,Public_Service,Dedicated to Donnie L Drewer,2017,"Dedicated to Donnie L. Drewer, Crisfield native, who gave 55 years of dedicated service to the MDOT State Highway Administration and directly influenced nearly every major roadway project in Dorchester, Somerset, Wicomico and Worcester counties from 1988 to 2016.",https://goo.gl/maps/8xENvQFMuyv,512c433f-bf61-4c13-950a-1e182791ab13,https://bit.ly/2zAUCfm
237,Baltimore,BRID,Military_Service,CPL Christopher J Coffland US Army Afghanistan Campaign Killed In Action 11-13-2009,2018,"Dedicated to United States Army Corporal Christopher James Coffland, Baltimore native, who was killed in action in Afghanistan on November 13, 2009 while supporting Operation Enduring Freedom.",https://goo.gl/maps/CrfgexqDtNq,355e61ff-10fa-4096-8267-8dac885f5b69,https://bit.ly/2QxbzRA
238,Frederick,BRID,Military_Service,SGT David James Smith USMC Afghanistan Campaign Killed In Action 1-26-10,2016,"Dedicated to United States Marine Corps Sergeant David James Smith, Frederick native, who was killed in action in the Helmand province of Afghanistan on January 26, 2010 while supporting Operation Enduring Freedom. This was the first bridge in Maryland dedicated to a fallen military member.",https://goo.gl/maps/UDm23ii5D5B2,d5fef3a1-e3cd-4501-9e5e-72eb9bc326e4,https://bit.ly/2SrG8p8
239,Anne Arundel,ROAD,Political_Service,Dedicated to Delegate Theodore J Sophocleus,2018,"Dedicated to Theodore J. Sophocleus, prominent area political official and longtime public servant who represented District 32 in the Maryland House of Delegates from 1999 to 2018.",https://goo.gl/maps/LeR9ugNvquz,040c5e3c-abc1-4e48-af08-5c222b677090,https://bit.ly/2BMLoxZ
240,Carroll,ROAD,Military_Service,Dedicated to LCPL Matthew A Snyder,2018,"Dedicated to United States Marine Corps Lance Corporal Matthew A. Snyder, Finksburg native and Westminster High School alumnus, who was killed in action in the Anbar Province, Iraq on March 3, 2006 while supporting Operation Iraqi Freedom.",https://goo.gl/maps/CeybhsK83Yk,72845c12-df83-4594-8ce8-5eb923a54145,https://bit.ly/2re10ES
241,Frederick,BRID,Military_Service,CPT John Ryan Dennison US Army Ranger -  Iraq Killed In Action 11-15-06,2018,"Dedicated to United States Army Captain John Ryan Dennison, Urbana High School alumnus, who was killed in action in Balad, Iraq on November 15, 2006 while supporting Operation Iraqi Freedom. ",https://goo.gl/maps/JjcpfgzXwpv,4fdbcf3c-c039-461d-8429-cd0da4583bc8,https://bit.ly/2zFCi4H
242,Dorchester,ROAD,Political_Service,Dedicated to Champions of Voter Reform,2018,Dedicated to the ten men of the North Dorchester Democratic Club who in 1986 successfully fought to change the statewide county council election process from at-large voting to a district voting system. The nearby Historical Freedom Shrine commemorates the amendment to the Maryland State Constitution and declares North Dorchester County as the “Birthplace of Voter Reform.”,https://goo.gl/maps/trg1oUhDxaS2,64bc9f55-df56-440e-a2ee-4a2505a79178,https://bit.ly/2zH5cBu
243,Calvert,ROAD,Military_Service,SGT Sherwood Reynolds US Army Vietnam War Killed in Action 2-26-68,2018,"Dedicated to United States Army Sergeant Sherwood Reynolds, Prince Frederick native, who was killed in action on February 26, 1968 while supporting the Vietnam War. Sergeant Reynolds was the first service member from Calvert County to perish in combat in Vietnam.",https://goo.gl/maps/HYqJQxynP462,653561f8-99c3-4a7d-a3b6-2c0dda597d2e,https://bit.ly/2QaLGYj
244,Frederick,BRID,Military_Service,A2C Gary Wayne Cosgrave USAF Vietnam War Killed in Action 5-12-67,2019,"Dedicated to United States Air Force Airman Second Class Gary Wayne Cosgrave, Frederick native, who was killed in action on May 12, 1967 while supporting the Vietnam War.",https://goo.gl/maps/EUkHTsUjPGE2,b8198059-a289-4df7-8594-fc1217ddee6e,https://bit.ly/2AuJIYS
247,Frederick,BRID,Military_Service,PFC C Franklin Brandenburg US Army - Vietnam War Killed In Action 08-05-67,2019,"Dedicated to United States Army Private First Class Sergeant Charles Franklin Brandenburg, Frederick native and Frederick High School alumnus, who was killed in action in the Quang Ngai Province of South Vietnam on August 5, 1967 while supporting the Vietnam War.",https://goo.gl/maps/yHaMx7U6bTK2,4632970c-5164-4cac-b9a5-5694be78a9b2,http://bit.ly/2UEVVqc
248,Prince Georges,ROAD,Law_Enforc_Ser,"Dedicated to Officer Oliver Smith, Jr",2019,"Dedicated to Metropolitan Police Officer Oliver Wendell Smith, Jr. who was killed in the line of duty during a robbery while off duty on February 26, 1997.",https://goo.gl/maps/cy6kLHXNiQz,689666a2-e9e1-44b6-8003-f7653ad468de,http://bit.ly/2XkTgyX
249,Anne Arundel,BRID,Military_Service,Dedicated to LT (SEAL) Brendan Looney United States Navy,2019,"Dedicated to United States Navy Lieutenant (SEAL) John Brendan Aloysius Looney, United States Naval Academy alumnus and Owings Mills native, who was killed in action in Ayatalah Village, Afghanistan on September 21, 2010 while supporting Operation Enduring Freedom.",https://goo.gl/maps/YfKGV9n9qdX3noC66,11d5a5d8-3485-41a4-b16a-fd202318391e,http://bit.ly/2UIacT2
250,Anne Arundel,ROAD,Political_Service,"Dedicated to Senator James Ed DeGrange, Sr.",2019,"Dedicated to Senator James “Ed” DeGrange, Sr., prominent area political official who represented District 32 in the Maryland State Senate from 1999 to 2018.",https://goo.gl/maps/1fgjZ62aUNx9qHFv8,6cedb433-7a03-4ca3-bc60-03b9a225db1f,http://bit.ly/2VReN64
251,Carroll,ROAD,Military_Service,Dedicated to PFC Russell Milberry United State Army,2019,"Dedicated to United States Army Private First Class Russell E. Milberry, Union Bridge native, who was killed in action in the Quang Tri province of Vietnam on January 31, 1968 while supporting the Vietnam War.","https://www.google.com/maps/@39.5570759,-77.126424,3a,75y,283.32h,80.83t/data=!3m6!1e1!3m4!1s2uTMU4v0WByCe3L5QZmu2A!2e0!7i13312!8i6656",95898b31-4d5e-4226-83e3-904cdddd512a,http://bit.ly/Russell_Edward_Milberry
252,Frederick,BRID,Military_Service,"PFC James Moore Jr Paratrooper Vietnam Killed April 2, 1966",2019,"Dedicated to United States Army Private First Class James Moore, Jr., Baltimore native, who was killed in action on April 2, 1966 while supporting the Vietnam War.","https://www.google.com/maps/@39.4054741,-77.4322044,3a,75y,312.27h,74.1t/data=!3m6!1e1!3m4!1sMiTIV3tP6IVe4LYAQ1-2SA!2e0!7i13312!8i6656",7670fcbc-51bd-42d5-b382-40afb7f7ef6d,http://bit.ly/2vBErPC
253,Baltimore,BRID,Military_Service,Bridge Dedicated to Capt Michael S Lawlor United States Marine Corps,2019,"Dedicated to United States Marine Corps Captain Michael Seamus Lawlor, Timonium native and Towson University alum, who was killed in action along with 3 others marines during a military training accident in Camp Pendleton, California on January 22, 2004. ",https://goo.gl/maps/U92sQTuvVeLgd3f68,d7988910-d583-4b4b-b364-3f391d736434,http://bit.ly/2uBKaVS
255,Baltimore,ROAD,Military_Service,Dedicated to PS1 Xavier A Martin United States Navy,2020,"Dedicated to United States Navy Petty Officer First Class Xavier A. Martin, Halethorpe native, who perished along with 6 others on the U.S.S. Fitzgerald on June 17, 2017.",https://goo.gl/maps/eJfyacvK6jNzYKoG6,f9c02ea4-a22c-4afc-a982-6995a4dcee94,http://bit.ly/2OSjgzG
259,Baltimore,BRID,Honorary,Joppa Road Bridge,1958,"Opened July 3, 1958 by Theodore R. McKeldin - Governor - State Roads Commission - Contractor: Williams Construction Co., Inc.",https://goo.gl/maps/1ByEECtdto3MH8mZA,dc652946-da26-4c4e-984d-8f82d58a3616,
261,Harford,BRID,Military_Service,Bridge Dedicated to CPT Robert W Smith US Army - WWII,2020,"Dedicated to CPT Robert W Smith US Army, Harford County native, WWII veteran who landed at Normandy on D-Day, who died at the age of 97.",https://goo.gl/maps/WG6jnVzBPZqPMsyRA,173b3ed9-bc11-4935-84a6-32b2e8635365,https://www.google.com/search?q=CPT+Robert+W+Smith+US+Army&rlz=1C1CHBF_enUS889US889&oq=CPT+Robert+W+Smith+US+Army&aqs=chrome..69i57j33i10i160.213j0j4&sourceid=chrome&ie=UTF-8
263,Baltimore,BRID,Military_Service,Bridge Dedicated to SGT Eric M Houck SSG Christopher O Moudry,2020,"Dedicated to US Army SGT Eric M. Houck, 25, of Baltimore who died from gunshot wounds in the Peka Valley of the Nangarhar Province in Afghanistan & US Army SSG Christopher O. Moudry, 31, of Baltimore; assigned to 7th Squadron, 10th Cavalry Regiment, 1st Brigade, 4th Infantry Division, Fort Hood, Texas; killed Oct. 4 after being attacked by enemy forces using small-arms fire and other weapons in Taji, Iraq.","https://www.google.com/maps/@39.3787158,-76.5038462,3a,90y,28.87h,77.1t/data=!3m6!1e1!3m4!1seVTzuXfG6d3GVVLx64vKbA!2e0!7i16384!8i8192?hl=en",dd17119e-c577-4842-9f5e-ce6104e7f13b,https://www.google.com/search?q=SGT+Eric+M+Houck+and+SSG+Christopher+O+Moudry&rlz=1C1GCEA_enUS844US844&oq=SGT+Eric+M+Houck+and+SSG+Christopher+O+Moudry&aqs=chrome..69i57j69i60.2301j0j15&sourceid=chrome&ie=UTF-8
264,Caroline,ROAD,Honorary,Dedicated to Brianna N Freeman,2021,"In a car crash that took the life of 10 month old Brianna Nicole Freeman, Brianna gave the gift of life to 3 others; her liver to a 2 month old, her kidneys to a 57 year old & her heart to a 3 year old.","https://www.google.com/maps/@38.8967537,-75.8445773,3a,75y,274.06h,94.19t/data=!3m6!1e1!3m4!1sA8XA5Ca5eCHRRY8AUNB7Og!2e0!7i13312!8i6656?hl=en",7c838730-ea2f-4efa-965c-b8debec50444,https://www.myeasternshoremd.com/qa/spotlight/404-widening-project-nears-final-stages/article_02436383-9b99-5b36-a72a-436d0232f527.html
266,Queen Annes,ROAD,Fire_Service,Dedicated to Chief Daniel Lister Queen Anne - Hillsboro VFC,2021,The assistant chief of the Queen Anne-Hillsboro Volunteer Fire Company died while working on a scene of a head-on crash with several people entrapped in the wreckage (Aug 2018).,"https://www.google.com/maps/@38.9178209,-75.9082463,3a,75y,100.25h,90.71t/data=!3m7!1e1!3m5!1sFhfbd779Pc3k6IIYlf02Yw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFhfbd779Pc3k6IIYlf02Yw%26cb_client%3Dmaps_sv.tactile",8ac56fc2-5d72-4e88-922c-a52310a65b3b,https://www.firehouse.com/lodds/news/21020562/md-assistant-fire-chief-dies-after-medical-event-at-wreck-scene
267,St Marys,ROAD,Law_Enforc_Ser,Dedicated to Sheriff Joseph Lee Somerville St. Mary's County,2021,"In 1977, Joseph Lee Somerville became both the first black sheriff in St. Mary’s County & in the state of Maryland when he was appointed by the governor to complete the previous sheriff’s term. Somerville went on to win the 1978 election for St. Mary’s County Sheriff, which then made him the first elected Black sheriff in St. Mary’s County & in Maryland as well.","https://www.google.com/maps/@38.4273811,-76.7170266,3a,75y,216.3h,71.7t/data=!3m6!1e1!3m4!1s2eNmrxMKk0ZYdSjq340QPg!2e0!7i13312!8i6656?hl=en",47f23c46-1359-4926-8a91-b94c814ddd8e,https://www.wusa9.com/article/news/local/maryland/maryland-first-black-sheriff-joseph-lee-somerville-death/65-74edd641-0b22-484f-a307-cf9bee0cb3f3
268,St Marys,ROAD,Law_Enforc_Ser,Dedicated to Sheriff Joseph Lee Somerville St. Mary's County,2021,"In 1977, Joseph Lee Somerville became both the first black sheriff in St. Mary’s County & in the state of Maryland when he was appointed by the governor to complete the previous sheriff’s term. Somerville went on to win the 1978 election for St. Mary’s County Sheriff, which then made him the first elected Black sheriff in St. Mary’s County & in Maryland as well.","https://www.google.com/maps/@38.3064367,-76.6597168,3a,75y,254.34h,87.69t/data=!3m6!1e1!3m4!1sKAcSBaeTYdCbxNmShIe-pA!2e0!7i13312!8i6656?hl=en",99a86891-08b1-4534-989d-28e525353c98,https://www.wusa9.com/article/news/local/maryland/maryland-first-black-sheriff-joseph-lee-somerville-death/65-74edd641-0b22-484f-a307-cf9bee0cb3f3
270,Baltimore,BRID,Public_Service,Dedicated to Earle S ""Jock"" Freedman,,"Earle ""Jock"" Freedman is a retired bridge engineer and the State of Maryland's ""longest-serving"" employee.[1][2] Freedman, affectionately known as ""Jock"", began his career at age 20 in 1950 following graduation from Johns Hopkins University.[3] For over 65 years, Freedman designed and maintained over 2,500 bridges for the Maryland State Highway Administration.","https://www.google.com/maps/@39.3830262,-76.7355929,3a,75y,63.44h,92.93t/data=!3m6!1e1!3m4!1sRw1_zHkyM7GRM5VbvEiWQQ!2e0!7i16384!8i8192?hl=en",7d217f91-90d5-4d7c-b225-02ef7fc24869,https://en.wikipedia.org/wiki/Jock_Freedman
272,Baltimore,ROAD,Military_Service,Dedicated to SPC Toccara Green United States Army,2022,"SPC Toccara Green died in Al Asad, Iraq, when multiple improvised explosive devices detonated near her unit during convoy operations. She was assigned to the 57th Transportation Company, 548th Corps Support Battalion, Fort Drum, New York. Died on August 14, 2005.","https://www.google.com/maps/@39.3671915,-76.4488976,3a,75y,2.03h,93.58t/data=!3m6!1e1!3m4!1spMglbuO5Y788-iHyXlxjtQ!2e0!7i16384!8i8192?hl=en",9d9769ac-85b8-4153-9f87-84ae3fcb4db8,https://www.google.com/search?q=spc+toccara+green&rlz=1C1GCEA_enUS844US844&oq=spc+toccara+green&aqs=chrome..69i57j33i160l3.6810j0j15&sourceid=chrome&ie=UTF-8
273,Prince Georges,ROAD,Honorary,Designated as Piscataway Highway,2022,,"https://www.google.com/maps/@38.7667035,-76.9946292,3a,75y,165.74h,94.74t/data=!3m6!1e1!3m4!1sH_OitOVx89NmgeXjFswYuQ!2e0!7i16384!8i8192?hl=en",9fa2a4c8-c8dc-4474-b79a-c947917193f9,https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1433
274,Charles,ROAD,Honorary,Designated as Piscataway Highway,2022,,"https://www.google.com/maps/@38.603426,-77.1297661,3a,90y,90t/data=!3m6!1e1!3m4!1sqkKuvU7-vkQs5FmaNXVMhA!2e0!7i16384!8i8192",975d585e-b609-4a4a-8ebb-e7848bfd6c2b,https://mgaleg.maryland.gov/mgawebsite/Legislation/Details/HB1433
276,Montgomery,ROAD,Political_Service,Dedicated to Hon Henry B ""Hank"" Heller,2022,"Henry B. “Hank” Heller, was a Democrat who represented Montgomery County in the House of Delegates for two dozen years. Heller, a longtime educator & union activist who served as president of the Montgomery County Education Association, was elected to represent District 19, which takes in portions of Silver Spring and unincorporated Rockville, in 1986.","https://www.google.com/maps/@39.1123051,-77.072013,3a,90y,86.71h,81.06t/data=!3m6!1e1!3m4!1s_J_KNF0BgoEdNndbNW8hPQ!2e0!7i16384!8i8192",ebaf0d1a-4549-46b9-bf33-7efe6e91318a,https://www.google.com/search?q=hon+henry+b+heller&rlz=1C1GCEA_enUS844US844&oq=hon+henry+b+heller&aqs=chrome..69i57j33i160.11901j0j15&sourceid=chrome&ie=UTF-8
277,Garrett,ROAD,Political_Service,Dedicated to Senator George C Edwards,2022,"Senator George Edwards was elected as the State Senator for Maryland District 1 in 2006, which covers Garrett County and parts of Washington and Allegany counties. He defeated Thomas Conlon, both of whom ran for the seat vacated by John J. Hafer who retired after 16 years in the State Senate. Edwards was first elected to the Maryland House of Delegates in 1982 and served for 24 years before running and winning the State Senate seat.","https://www.google.com/maps/@39.7218183,-79.087453,3a,90y,212.58h,79.85t/data=!3m6!1e1!3m4!1ssMx58lnUKqyT6l6_0uXJAw!2e0!7i16384!8i8192",dd38a137-351e-4bd1-a39c-8d33d5aa0ca3,https://www.google.com/search?q=senator+george+c+edwards&rlz=1C1GCEA_enUS844US844&oq=senator+george+c+edwards&aqs=chrome..69i57j0i22i30.6855j0j15&sourceid=chrome&ie=UTF-8
